url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,179,113
/hgalytoby/MyselfAnimeDownloader/releases,42,35
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,28,8
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,27,20
/hgalytoby/MyselfAnimeDownloader/issues/5,20,19
/hgalytoby/MyselfAnimeDownloader/issues/20,14,14
/hgalytoby/MyselfAnimeDownloader/tree/master/hgalytoby/MyselfAnimeDownloader,7,3
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,6,2
/hgalytoby/MyselfAnimeDownloader/pulls,5,4
/hgalytoby/MyselfAnimeDownloader/tree/master,5,3
