time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-10 00:00:00+00:00,5,5,67,25
2023-01-11 00:00:00+00:00,1,1,122,35
2023-01-12 00:00:00+00:00,2,2,93,26
2023-01-13 00:00:00+00:00,2,2,49,22
2023-01-14 00:00:00+00:00,2,2,50,15
2023-01-15 00:00:00+00:00,2,2,53,26
2023-01-16 00:00:00+00:00,3,3,91,30
2023-01-17 00:00:00+00:00,2,2,72,24
2023-01-18 00:00:00+00:00,1,1,61,22
2023-01-19 00:00:00+00:00,2,2,32,18
2023-01-20 00:00:00+00:00,1,1,47,13
2023-01-21 00:00:00+00:00,1,1,102,27
2023-01-22 00:00:00+00:00,1,1,42,20
2023-01-23 00:00:00+00:00,2,2,46,15
