url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,128,54
/hgalytoby/MyselfAnimeDownloader/releases,15,11
/hgalytoby/MyselfAnimeDownloader/tree/master,13,2
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,12,8
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,10,8
/hgalytoby/MyselfAnimeDownloader/issues,7,4
/hgalytoby/MyselfAnimeDownloader/tree/master/.github/workflows,7,2
/hgalytoby/MyselfAnimeDownloader/tree/master/hgalytoby/MyselfAnimeDownloader,6,1
/hgalytoby/MyselfAnimeDownloader/discussions,4,2
/hgalytoby/MyselfAnimeDownloader/discussions/47,4,2
