url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,214,117
/hgalytoby/MyselfAnimeDownloader/releases,48,37
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,32,10
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,23,20
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,21,10
/hgalytoby/MyselfAnimeDownloader/issues/5,19,18
/hgalytoby/MyselfAnimeDownloader/issues,18,11
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,18,4
/hgalytoby/MyselfAnimeDownloader/issues/20,16,13
/hgalytoby/MyselfAnimeDownloader/tree/master/hgalytoby/MyselfAnimeDownloader,16,4
