referrer,views_total,views_unique
Google,698,243
github.com,121,17
r.lihkg.com,35,15
l.facebook.com,18,4
DuckDuckGo,16,2
tw.search.yahoo.com,10,1
plurk.com,8,2
facebook.com,4,3
Bing,4,2
messenger.com,4,1
