url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,95,58
/hgalytoby/MyselfAnimeDownloader/releases,30,22
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,21,16
/hgalytoby/MyselfAnimeDownloader/issues,11,5
/hgalytoby/MyselfAnimeDownloader/issues/48,7,4
/hgalytoby/MyselfAnimeDownloader/issues/20,5,5
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,5,5
/hgalytoby/MyselfAnimeDownloader/blob/master/README.md,3,1
/hgalytoby/MyselfAnimeDownloader/issues/14,2,2
/hgalytoby/MyselfAnimeDownloader/issues/5,2,2
