time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-01 00:00:00+00:00,1.0,1.0,29,20
2023-04-02 00:00:00+00:00,1.0,1.0,27,10
2023-04-03 00:00:00+00:00,1.0,1.0,19,11
2023-04-04 00:00:00+00:00,1.0,1.0,55,22
2023-04-05 00:00:00+00:00,2.0,2.0,118,25
2023-04-06 00:00:00+00:00,1.0,1.0,51,29
2023-04-07 00:00:00+00:00,2.0,2.0,71,21
2023-04-08 00:00:00+00:00,1.0,1.0,20,10
2023-04-09 00:00:00+00:00,1.0,1.0,77,21
2023-04-10 00:00:00+00:00,1.0,1.0,43,23
2023-04-11 00:00:00+00:00,2.0,2.0,62,14
2023-04-12 00:00:00+00:00,2.0,2.0,35,21
2023-04-13 00:00:00+00:00,1.0,1.0,51,18
2023-04-14 00:00:00+00:00,,,60,17
