url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,296,185
/hgalytoby/MyselfAnimeDownloader/releases,68,62
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.14,40,29
/hgalytoby/MyselfAnimeDownloader/issues/5,23,23
/hgalytoby/MyselfAnimeDownloader/issues/20,22,19
/hgalytoby/MyselfAnimeDownloader/find/master,15,14
/hgalytoby/MyselfAnimeDownloader/commit/25624a115cee98eb280e92bc820097d939a47b18,13,12
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,13,11
/hgalytoby/MyselfAnimeDownloader/issues,12,9
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,12,9
