time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-28 00:00:00+00:00,4.0,4.0,12,6
2025-09-29 00:00:00+00:00,4.0,4.0,17,10
2025-09-30 00:00:00+00:00,5.0,5.0,1,1
2025-10-01 00:00:00+00:00,6.0,6.0,10,6
2025-10-02 00:00:00+00:00,2.0,2.0,10,6
2025-10-03 00:00:00+00:00,8.0,8.0,16,5
2025-10-04 00:00:00+00:00,10.0,9.0,28,10
2025-10-05 00:00:00+00:00,7.0,6.0,16,8
2025-10-06 00:00:00+00:00,1.0,1.0,22,8
2025-10-07 00:00:00+00:00,10.0,10.0,11,6
2025-10-08 00:00:00+00:00,6.0,6.0,7,4
2025-10-09 00:00:00+00:00,4.0,4.0,32,8
2025-10-10 00:00:00+00:00,3.0,3.0,21,10
2025-10-11 00:00:00+00:00,,,15,9
