url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,89,52
/hgalytoby/MyselfAnimeDownloader/releases,24,15
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,18,13
/hgalytoby/MyselfAnimeDownloader/issues,15,10
/hgalytoby/MyselfAnimeDownloader/issues/20,12,11
/hgalytoby/MyselfAnimeDownloader/tree/master,12,4
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,7,6
/hgalytoby/MyselfAnimeDownloader/tree/master/event,7,3
/hgalytoby/MyselfAnimeDownloader/blob/master/main.py,6,2
/hgalytoby/MyselfAnimeDownloader/discussions/47,5,5
