time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-19 00:00:00+00:00,2.0,2.0,51,13
2024-04-20 00:00:00+00:00,6.0,3.0,65,26
2024-04-21 00:00:00+00:00,2.0,2.0,41,19
2024-04-22 00:00:00+00:00,5.0,5.0,22,12
2024-04-23 00:00:00+00:00,5.0,2.0,30,18
2024-04-24 00:00:00+00:00,2.0,2.0,72,14
2024-04-25 00:00:00+00:00,6.0,3.0,96,23
2024-04-26 00:00:00+00:00,6.0,3.0,55,23
2024-04-27 00:00:00+00:00,1.0,1.0,56,16
2024-04-28 00:00:00+00:00,1.0,1.0,57,25
2024-04-29 00:00:00+00:00,1.0,1.0,52,16
2024-04-30 00:00:00+00:00,5.0,2.0,33,19
2024-05-01 00:00:00+00:00,1.0,1.0,33,17
2024-05-02 00:00:00+00:00,,,27,11
