url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,159,98
/hgalytoby/MyselfAnimeDownloader/releases,45,35
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,26,10
/hgalytoby/MyselfAnimeDownloader/blob/master/myself_thread.py,24,2
/hgalytoby/MyselfAnimeDownloader/issues/5,20,19
/hgalytoby/MyselfAnimeDownloader/issues/20,20,16
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,20,6
/hgalytoby/MyselfAnimeDownloader/blob/master/main.py,17,3
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,14,11
/hgalytoby/MyselfAnimeDownloader/tree/master/event,11,2
