time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-12 00:00:00+00:00,1,1,90,14
2023-10-13 00:00:00+00:00,4,2,22,10
2023-10-14 00:00:00+00:00,1,1,20,8
2023-10-15 00:00:00+00:00,6,2,108,24
2023-10-16 00:00:00+00:00,2,2,48,16
2023-10-17 00:00:00+00:00,2,2,28,14
2023-10-18 00:00:00+00:00,2,2,78,14
2023-10-19 00:00:00+00:00,8,6,94,15
2023-10-20 00:00:00+00:00,4,4,26,16
2023-10-21 00:00:00+00:00,2,2,30,10
2023-10-22 00:00:00+00:00,3,3,40,15
2023-10-23 00:00:00+00:00,4,4,51,22
2023-10-24 00:00:00+00:00,2,2,46,21
2023-10-25 00:00:00+00:00,1,1,29,17
