url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,118,63
/hgalytoby/MyselfAnimeDownloader/releases,22,17
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,12,11
/hgalytoby/MyselfAnimeDownloader/issues,5,5
/hgalytoby/MyselfAnimeDownloader/tree/master/.github/workflows,4,3
/hgalytoby/MyselfAnimeDownloader/issues/44,3,3
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,3,3
/hgalytoby/MyselfAnimeDownloader/commit/8ca7cbbc6d46eb136d81fd9c706fc6df76321298,3,2
/hgalytoby/MyselfAnimeDownloader/blob/master/.github/workflows/main.yml,2,2
/hgalytoby/MyselfAnimeDownloader/issues/5,2,1
