url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,470,275
/hgalytoby/MyselfAnimeDownloader/releases,148,111
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.14,58,51
/hgalytoby/MyselfAnimeDownloader/issues,43,15
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,39,32
/hgalytoby/MyselfAnimeDownloader/find/master,35,29
/hgalytoby/MyselfAnimeDownloader/issues/5,33,30
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,23,20
/hgalytoby/MyselfAnimeDownloader/commit/25624a115cee98eb280e92bc820097d939a47b18,23,18
/hgalytoby/MyselfAnimeDownloader/issues/20,20,14
