time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-06 00:00:00+00:00,,,15,10
2024-10-07 00:00:00+00:00,1.0,1.0,22,15
2024-10-08 00:00:00+00:00,,,44,14
2024-10-09 00:00:00+00:00,,,33,8
2024-10-10 00:00:00+00:00,,,44,14
2024-10-11 00:00:00+00:00,1.0,1.0,8,6
2024-10-12 00:00:00+00:00,2.0,1.0,16,8
2024-10-13 00:00:00+00:00,1.0,1.0,41,15
2024-10-14 00:00:00+00:00,1.0,1.0,11,6
2024-10-15 00:00:00+00:00,1.0,1.0,62,11
2024-10-16 00:00:00+00:00,,,28,8
2024-10-17 00:00:00+00:00,,,6,5
2024-10-18 00:00:00+00:00,,,20,7
2024-10-19 00:00:00+00:00,,,46,14
