url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,102,72
/hgalytoby/MyselfAnimeDownloader/releases,28,22
/hgalytoby/MyselfAnimeDownloader/blob/master/myself_thread.py,21,1
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,12,9
/hgalytoby/MyselfAnimeDownloader/issues/20,5,5
/hgalytoby/MyselfAnimeDownloader/issues,3,2
/hgalytoby/MyselfAnimeDownloader/compare/ver1.1.5...Ver1.1.15,2,1
/hgalytoby/MyselfAnimeDownloader/issues/44,2,1
/hgalytoby/MyselfAnimeDownloader/actions,1,1
/hgalytoby/MyselfAnimeDownloader/blob/master/ConfigUI.py,1,1
