url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,84,57
/hgalytoby/MyselfAnimeDownloader/releases,29,22
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,10,10
/hgalytoby/MyselfAnimeDownloader/issues/20,3,3
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,3,3
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,2,2
/hgalytoby/MyselfAnimeDownloader/commit/97792b2950f6a34264ed8df8ddd001a7f7b3ea0d,2,2
/hgalytoby/MyselfAnimeDownloader/issues,2,2
/hgalytoby/MyselfAnimeDownloader/tree/master/.github/workflows,2,2
/hgalytoby/MyselfAnimeDownloader/discussions,2,1
