time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-29 00:00:00+00:00,10,6,5,4
2026-01-30 00:00:00+00:00,9,5,8,3
2026-01-31 00:00:00+00:00,10,6,3,2
2026-02-01 00:00:00+00:00,14,7,20,10
2026-02-02 00:00:00+00:00,7,3,21,9
2026-02-03 00:00:00+00:00,7,3,5,4
2026-02-04 00:00:00+00:00,9,5,44,9
2026-02-05 00:00:00+00:00,8,4,12,8
2026-02-06 00:00:00+00:00,15,7,79,29
2026-02-07 00:00:00+00:00,14,6,44,17
2026-02-08 00:00:00+00:00,17,8,28,16
2026-02-09 00:00:00+00:00,16,8,13,6
2026-02-10 00:00:00+00:00,12,8,22,13
2026-02-11 00:00:00+00:00,14,6,5,4
