url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,208,132
/hgalytoby/MyselfAnimeDownloader/releases,69,47
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,31,9
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,23,21
/hgalytoby/MyselfAnimeDownloader/issues/5,22,20
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,15,6
/hgalytoby/MyselfAnimeDownloader/issues/20,13,11
/hgalytoby/MyselfAnimeDownloader/tree/master/.github/workflows,9,4
/hgalytoby/MyselfAnimeDownloader/blob/master/myself_tools.py,7,2
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/README.md,7,2
