referrer,views_total,views_unique
Google,1949,411
github.com,369,63
r.lihkg.com,96,66
l.facebook.com,56,18
Bing,37,4
lm.facebook.com,36,29
m.facebook.com,16,14
facebook.com,12,7
plurk.com,5,3
tw.search.yahoo.com,5,2
