url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,187,107
/hgalytoby/MyselfAnimeDownloader/releases,55,50
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,27,9
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,26,16
/hgalytoby/MyselfAnimeDownloader/issues/5,12,12
/hgalytoby/MyselfAnimeDownloader/issues/20,11,10
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,10,4
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,10,3
/hgalytoby/MyselfAnimeDownloader/blob/master/myself_thread.py,9,2
/hgalytoby/MyselfAnimeDownloader/issues,8,7
