url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,208,133
/hgalytoby/MyselfAnimeDownloader/releases,62,44
/hgalytoby/MyselfAnimeDownloader/issues/5,37,33
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,35,24
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,28,10
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,19,7
/hgalytoby/MyselfAnimeDownloader/blob/master/main.py,14,5
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,14,4
/hgalytoby/MyselfAnimeDownloader/issues/20,11,10
/hgalytoby/MyselfAnimeDownloader/blob/master/UI/login.ui,10,2
