url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,415,193
/hgalytoby/MyselfAnimeDownloader/releases,133,74
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,80,26
/hgalytoby/MyselfAnimeDownloader/issues,59,32
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,52,35
/hgalytoby/MyselfAnimeDownloader/issues/44,41,23
/hgalytoby/MyselfAnimeDownloader/issues/14,34,19
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,34,15
/hgalytoby/MyselfAnimeDownloader/blob/master/requirements.txt,29,7
/hgalytoby/MyselfAnimeDownloader/issues/45,28,18
