time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-29 00:00:00+00:00,14.0,4.0,24,8
2023-09-30 00:00:00+00:00,1.0,1.0,35,15
2023-10-01 00:00:00+00:00,2.0,2.0,47,13
2023-10-02 00:00:00+00:00,2.0,2.0,33,9
2023-10-03 00:00:00+00:00,1.0,1.0,18,15
2023-10-04 00:00:00+00:00,2.0,2.0,24,12
2023-10-05 00:00:00+00:00,1.0,1.0,42,14
2023-10-06 00:00:00+00:00,1.0,1.0,11,8
2023-10-07 00:00:00+00:00,6.0,2.0,30,14
2023-10-08 00:00:00+00:00,2.0,2.0,89,14
2023-10-09 00:00:00+00:00,4.0,3.0,49,16
2023-10-10 00:00:00+00:00,3.0,2.0,24,15
2023-10-11 00:00:00+00:00,1.0,1.0,42,9
2023-10-12 00:00:00+00:00,,,90,14
