time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-31 00:00:00+00:00,4,3,20,5
2025-02-01 00:00:00+00:00,4,2,18,10
2025-02-02 00:00:00+00:00,5,3,23,7
2025-02-03 00:00:00+00:00,7,4,38,12
2025-02-04 00:00:00+00:00,3,3,30,12
2025-02-05 00:00:00+00:00,4,2,12,4
2025-02-06 00:00:00+00:00,5,2,8,6
2025-02-07 00:00:00+00:00,4,2,17,9
2025-02-08 00:00:00+00:00,5,2,20,11
2025-02-09 00:00:00+00:00,4,2,5,5
2025-02-10 00:00:00+00:00,4,2,2,2
2025-02-11 00:00:00+00:00,2,2,34,12
2025-02-12 00:00:00+00:00,1,1,11,5
2025-02-13 00:00:00+00:00,1,1,5,2
