url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,153,89
/hgalytoby/MyselfAnimeDownloader/releases,50,37
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,26,21
/hgalytoby/MyselfAnimeDownloader/issues,17,10
/hgalytoby/MyselfAnimeDownloader/issues/20,12,11
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,9,9
/hgalytoby/MyselfAnimeDownloader/discussions/47,6,6
/hgalytoby/MyselfAnimeDownloader/issues/44,6,6
/hgalytoby/MyselfAnimeDownloader/issues/14,6,3
/hgalytoby/MyselfAnimeDownloader/blob/master/myself_thread.py,6,2
