url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,407,189
/hgalytoby/MyselfAnimeDownloader/releases,128,69
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,82,27
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,58,40
/hgalytoby/MyselfAnimeDownloader/issues,56,30
/hgalytoby/MyselfAnimeDownloader/issues/44,39,21
/hgalytoby/MyselfAnimeDownloader/issues/14,32,18
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,32,14
/hgalytoby/MyselfAnimeDownloader/blob/master/requirements.txt,29,7
/hgalytoby/MyselfAnimeDownloader/issues/45,26,16
