referrer,views_total,views_unique
Google,86,43
DuckDuckGo,18,1
github.com,14,9
youtube.com,6,1
chatgpt.com,4,2
4iq.sec.telefonicatech.com,1,1
Bing,1,1
m.facebook.com,1,1
