url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,167,87
/hgalytoby/MyselfAnimeDownloader/releases,42,31
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,25,19
/hgalytoby/MyselfAnimeDownloader/issues/14,22,9
/hgalytoby/MyselfAnimeDownloader/issues,10,9
/hgalytoby/MyselfAnimeDownloader/issues/44,7,7
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,7,5
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,7,4
/hgalytoby/MyselfAnimeDownloader/tree/master/.github/workflows,5,4
/hgalytoby/MyselfAnimeDownloader/blob/master/requirements.txt,4,3
