url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,198,102
/hgalytoby/MyselfAnimeDownloader/releases,49,34
/hgalytoby/MyselfAnimeDownloader/issues/31,29,3
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.9,24,17
/hgalytoby/MyselfAnimeDownloader/issues,22,5
/hgalytoby/MyselfAnimeDownloader/issues/5,16,15
/hgalytoby/MyselfAnimeDownloader/find/master,16,14
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.8,16,11
/hgalytoby/MyselfAnimeDownloader/issues/20,13,12
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,12,9
