url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,91,52
/hgalytoby/MyselfAnimeDownloader/releases,25,16
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,17,12
/hgalytoby/MyselfAnimeDownloader/issues/20,15,14
/hgalytoby/MyselfAnimeDownloader/issues,15,10
/hgalytoby/MyselfAnimeDownloader/tree/master,12,4
/hgalytoby/MyselfAnimeDownloader/tree/master/event,7,3
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,6,5
/hgalytoby/MyselfAnimeDownloader/blob/master/main.py,6,2
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,5,5
