referrer,views_total,views_unique
Google,531,208
github.com,71,18
l.facebook.com,12,4
lm.facebook.com,7,6
m.facebook.com,7,4
youtube.com,4,1
spiral-developers.space,3,1
DuckDuckGo,2,1
facebook.com,1,1
com.google.android.gm,1,1
