url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,156,92
/hgalytoby/MyselfAnimeDownloader/releases,46,42
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,23,20
/hgalytoby/MyselfAnimeDownloader/issues,16,11
/hgalytoby/MyselfAnimeDownloader/issues/20,14,10
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,13,9
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,12,10
/hgalytoby/MyselfAnimeDownloader/discussions,8,7
/hgalytoby/MyselfAnimeDownloader/issues/14,8,4
/hgalytoby/MyselfAnimeDownloader/issues/44,7,6
