time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-04 00:00:00+00:00,1,1,23,8
2022-10-05 00:00:00+00:00,3,3,32,12
2022-10-06 00:00:00+00:00,2,2,26,13
2022-10-07 00:00:00+00:00,6,4,44,13
2022-10-08 00:00:00+00:00,2,2,15,9
2022-10-09 00:00:00+00:00,2,2,35,13
2022-10-10 00:00:00+00:00,1,1,40,12
2022-10-11 00:00:00+00:00,2,2,51,7
2022-10-12 00:00:00+00:00,2,2,18,5
2022-10-13 00:00:00+00:00,3,3,22,11
2022-10-14 00:00:00+00:00,3,3,18,12
2022-10-15 00:00:00+00:00,3,3,46,14
2022-10-16 00:00:00+00:00,2,2,33,14
2022-10-17 00:00:00+00:00,1,1,20,13
