time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-27 00:00:00+00:00,2.0,2.0,30,13
2022-09-28 00:00:00+00:00,2.0,2.0,20,10
2022-09-29 00:00:00+00:00,2.0,2.0,18,12
2022-09-30 00:00:00+00:00,2.0,2.0,50,12
2022-10-01 00:00:00+00:00,2.0,2.0,31,13
2022-10-02 00:00:00+00:00,1.0,1.0,37,19
2022-10-03 00:00:00+00:00,2.0,2.0,26,11
2022-10-04 00:00:00+00:00,1.0,1.0,23,8
2022-10-05 00:00:00+00:00,3.0,3.0,32,12
2022-10-06 00:00:00+00:00,2.0,2.0,26,13
2022-10-07 00:00:00+00:00,6.0,4.0,44,13
2022-10-08 00:00:00+00:00,2.0,2.0,15,9
2022-10-09 00:00:00+00:00,2.0,2.0,35,13
2022-10-10 00:00:00+00:00,,,40,12
