url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,256,153
/hgalytoby/MyselfAnimeDownloader/releases,86,71
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,45,31
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,33,14
/hgalytoby/MyselfAnimeDownloader/issues/5,26,22
/hgalytoby/MyselfAnimeDownloader/issues/20,23,18
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,17,5
/hgalytoby/MyselfAnimeDownloader/commits/master,9,3
/hgalytoby/MyselfAnimeDownloader/tree/master/hgalytoby/MyselfAnimeDownloader,9,2
/hgalytoby/MyselfAnimeDownloader/commit/deb1cead2e1885058bd635e83eb99331f3254b20,7,6
