url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,71,41
/hgalytoby/MyselfAnimeDownloader/releases,11,8
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,11,6
/hgalytoby/MyselfAnimeDownloader/issues,8,8
/hgalytoby/MyselfAnimeDownloader/pulse,6,2
/hgalytoby/MyselfAnimeDownloader/graphs/contributors,5,1
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,4,4
/hgalytoby/MyselfAnimeDownloader/discussions/47,4,3
/hgalytoby/MyselfAnimeDownloader/tree/master,3,2
/hgalytoby/MyselfAnimeDownloader/community,3,1
