time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-08 00:00:00+00:00,13,5,8,6
2026-03-09 00:00:00+00:00,6,2,12,8
2026-03-10 00:00:00+00:00,7,3,8,3
2026-03-11 00:00:00+00:00,4,4,13,7
2026-03-12 00:00:00+00:00,3,3,12,7
2026-03-13 00:00:00+00:00,17,9,14,7
2026-03-14 00:00:00+00:00,8,4,23,8
2026-03-15 00:00:00+00:00,20,8,12,6
2026-03-16 00:00:00+00:00,12,8,7,6
2026-03-17 00:00:00+00:00,3,3,11,7
2026-03-18 00:00:00+00:00,6,2,4,4
2026-03-19 00:00:00+00:00,19,11,6,6
2026-03-20 00:00:00+00:00,13,5,17,5
2026-03-21 00:00:00+00:00,13,5,12,7
