time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-15 00:00:00+00:00,12,7,6,5
2025-10-16 00:00:00+00:00,17,5,13,7
2025-10-17 00:00:00+00:00,10,5,15,9
2025-10-18 00:00:00+00:00,8,3,22,14
2025-10-19 00:00:00+00:00,20,5,11,10
2025-10-20 00:00:00+00:00,5,5,12,6
2025-10-21 00:00:00+00:00,15,5,10,8
2025-10-22 00:00:00+00:00,16,6,15,7
2025-10-23 00:00:00+00:00,4,4,8,4
2025-10-24 00:00:00+00:00,12,6,12,5
2025-10-25 00:00:00+00:00,17,7,36,15
2025-10-26 00:00:00+00:00,21,10,25,10
2025-10-27 00:00:00+00:00,6,6,8,6
2025-10-28 00:00:00+00:00,20,10,8,8
