url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,154,78
/hgalytoby/MyselfAnimeDownloader/releases,58,39
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,20,16
/hgalytoby/MyselfAnimeDownloader/issues,12,10
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,11,9
/hgalytoby/MyselfAnimeDownloader/issues/44,9,9
/hgalytoby/MyselfAnimeDownloader/issues/20,9,8
/hgalytoby/MyselfAnimeDownloader/tree/master/.github/workflows,7,4
/hgalytoby/MyselfAnimeDownloader/commit/deb1cead2e1885058bd635e83eb99331f3254b20,7,3
/hgalytoby/MyselfAnimeDownloader/issues/14,5,4
