time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-15 00:00:00+00:00,,,26,7
2024-11-16 00:00:00+00:00,2.0,1.0,54,19
2024-11-17 00:00:00+00:00,2.0,1.0,26,7
2024-11-18 00:00:00+00:00,,,18,8
2024-11-19 00:00:00+00:00,,,15,7
2024-11-20 00:00:00+00:00,6.0,3.0,35,11
2024-11-21 00:00:00+00:00,2.0,2.0,6,6
2024-11-22 00:00:00+00:00,,,9,3
2024-11-23 00:00:00+00:00,3.0,2.0,3,3
2024-11-24 00:00:00+00:00,,,18,6
2024-11-25 00:00:00+00:00,4.0,1.0,33,13
2024-11-26 00:00:00+00:00,1.0,1.0,20,5
2024-11-27 00:00:00+00:00,1.0,1.0,5,4
2024-11-28 00:00:00+00:00,,,14,7
