url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,573,291
/hgalytoby/MyselfAnimeDownloader/releases,154,105
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.13,62,47
/hgalytoby/MyselfAnimeDownloader/find/master,47,32
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,33,24
/hgalytoby/MyselfAnimeDownloader/issues,29,21
/hgalytoby/MyselfAnimeDownloader/issues/5,25,24
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,24,22
/hgalytoby/MyselfAnimeDownloader/pulls,21,13
/hgalytoby/MyselfAnimeDownloader/issues/20,20,18
