time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-03 00:00:00+00:00,2.0,2.0,26,14
2023-11-04 00:00:00+00:00,3.0,3.0,60,23
2023-11-05 00:00:00+00:00,3.0,3.0,121,22
2023-11-06 00:00:00+00:00,2.0,2.0,68,30
2023-11-07 00:00:00+00:00,1.0,1.0,43,13
2023-11-08 00:00:00+00:00,2.0,2.0,31,9
2023-11-09 00:00:00+00:00,2.0,2.0,19,13
2023-11-10 00:00:00+00:00,2.0,2.0,37,14
2023-11-11 00:00:00+00:00,1.0,1.0,9,6
2023-11-12 00:00:00+00:00,2.0,2.0,33,14
2023-11-13 00:00:00+00:00,2.0,2.0,45,10
2023-11-14 00:00:00+00:00,2.0,2.0,23,11
2023-11-15 00:00:00+00:00,6.0,4.0,31,14
2023-11-16 00:00:00+00:00,,,40,12
