time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-09 00:00:00+00:00,4,3,69,20
2023-06-10 00:00:00+00:00,4,3,45,14
2023-06-11 00:00:00+00:00,1,1,52,13
2023-06-12 00:00:00+00:00,2,2,53,17
2023-06-13 00:00:00+00:00,2,2,30,16
2023-06-14 00:00:00+00:00,1,1,48,20
2023-06-15 00:00:00+00:00,1,1,26,15
2023-06-16 00:00:00+00:00,2,2,24,10
2023-06-17 00:00:00+00:00,2,2,24,14
2023-06-18 00:00:00+00:00,2,2,79,25
2023-06-19 00:00:00+00:00,1,1,49,14
2023-06-20 00:00:00+00:00,2,2,42,15
2023-06-21 00:00:00+00:00,4,3,28,13
2023-06-22 00:00:00+00:00,3,2,64,19
