time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-03 00:00:00+00:00,14.0,5.0,9,5
2025-11-04 00:00:00+00:00,8.0,5.0,31,10
2025-11-05 00:00:00+00:00,12.0,7.0,7,4
2025-11-06 00:00:00+00:00,10.0,5.0,14,11
2025-11-07 00:00:00+00:00,10.0,4.0,15,3
2025-11-08 00:00:00+00:00,11.0,6.0,22,9
2025-11-09 00:00:00+00:00,10.0,5.0,19,9
2025-11-10 00:00:00+00:00,12.0,5.0,12,6
2025-11-11 00:00:00+00:00,11.0,6.0,12,8
2025-11-12 00:00:00+00:00,5.0,5.0,25,7
2025-11-13 00:00:00+00:00,12.0,7.0,20,8
2025-11-14 00:00:00+00:00,4.0,3.0,21,12
2025-11-15 00:00:00+00:00,5.0,5.0,14,5
2025-11-16 00:00:00+00:00,,,11,5
