time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-28 00:00:00+00:00,2.0,1.0,14,7
2024-11-29 00:00:00+00:00,,,38,11
2024-11-30 00:00:00+00:00,2.0,1.0,17,5
2024-12-01 00:00:00+00:00,3.0,1.0,20,12
2024-12-02 00:00:00+00:00,3.0,2.0,18,10
2024-12-03 00:00:00+00:00,3.0,2.0,12,6
2024-12-04 00:00:00+00:00,,,13,5
2024-12-05 00:00:00+00:00,3.0,2.0,16,7
2024-12-06 00:00:00+00:00,1.0,1.0,16,3
2024-12-07 00:00:00+00:00,1.0,1.0,9,4
2024-12-08 00:00:00+00:00,1.0,1.0,18,9
2024-12-09 00:00:00+00:00,1.0,1.0,6,2
2024-12-10 00:00:00+00:00,2.0,1.0,20,11
2024-12-11 00:00:00+00:00,,,73,7
