time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-26 00:00:00+00:00,5,2,29,14
2024-05-27 00:00:00+00:00,5,2,60,17
2024-05-28 00:00:00+00:00,6,2,63,20
2024-05-29 00:00:00+00:00,2,2,35,13
2024-05-30 00:00:00+00:00,5,2,33,15
2024-05-31 00:00:00+00:00,1,1,22,14
2024-06-01 00:00:00+00:00,5,2,26,19
2024-06-02 00:00:00+00:00,1,1,47,13
2024-06-03 00:00:00+00:00,2,2,75,18
2024-06-04 00:00:00+00:00,1,1,20,12
2024-06-05 00:00:00+00:00,2,2,43,16
2024-06-06 00:00:00+00:00,2,2,26,11
2024-06-07 00:00:00+00:00,2,2,26,11
2024-06-08 00:00:00+00:00,1,1,22,12
