time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-29 00:00:00+00:00,11,5,9,6
2025-08-30 00:00:00+00:00,10,4,7,4
2025-08-31 00:00:00+00:00,12,6,7,5
2025-09-01 00:00:00+00:00,12,6,17,6
2025-09-02 00:00:00+00:00,9,3,47,10
2025-09-03 00:00:00+00:00,7,7,5,4
2025-09-04 00:00:00+00:00,4,4,3,1
2025-09-05 00:00:00+00:00,2,2,14,7
2025-09-06 00:00:00+00:00,7,7,9,4
2025-09-07 00:00:00+00:00,6,6,6,2
2025-09-08 00:00:00+00:00,2,2,15,6
2025-09-09 00:00:00+00:00,4,4,3,2
2025-09-10 00:00:00+00:00,5,5,3,3
2025-09-11 00:00:00+00:00,1,1,11,4
