time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-11 00:00:00+00:00,3,3,108,44
2022-12-12 00:00:00+00:00,2,2,97,22
2022-12-13 00:00:00+00:00,2,2,80,25
2022-12-14 00:00:00+00:00,4,4,104,23
2022-12-15 00:00:00+00:00,5,5,47,22
2022-12-16 00:00:00+00:00,1,1,52,23
2022-12-17 00:00:00+00:00,3,3,139,31
2022-12-18 00:00:00+00:00,2,2,53,34
2022-12-19 00:00:00+00:00,10,7,221,55
2022-12-20 00:00:00+00:00,6,6,133,44
2022-12-21 00:00:00+00:00,3,3,343,131
2022-12-22 00:00:00+00:00,3,3,138,40
2022-12-23 00:00:00+00:00,4,4,172,38
2022-12-24 00:00:00+00:00,12,8,386,55
