url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,285,176
/hgalytoby/MyselfAnimeDownloader/releases,97,70
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,61,50
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,41,15
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,31,11
/hgalytoby/MyselfAnimeDownloader/issues,25,15
/hgalytoby/MyselfAnimeDownloader/issues/5,22,21
/hgalytoby/MyselfAnimeDownloader/issues/20,21,19
/hgalytoby/MyselfAnimeDownloader/commits/master,11,2
/hgalytoby/MyselfAnimeDownloader/pulls,9,8
