url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,238,142
/hgalytoby/MyselfAnimeDownloader/releases,86,64
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,42,28
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,39,15
/hgalytoby/MyselfAnimeDownloader/issues/5,37,31
/hgalytoby/MyselfAnimeDownloader/issues/20,27,19
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,13,4
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,12,5
/hgalytoby/MyselfAnimeDownloader/commits/master,12,4
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/README.md,10,4
