referrer,views_total,views_unique
Google,1941,401
github.com,378,52
lm.facebook.com,171,137
l.facebook.com,163,59
m.facebook.com,147,125
facebook.com,58,28
r.lihkg.com,50,42
Bing,29,4
l.messenger.com,2,1
search.brave.com,1,1
