url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,255,144
/hgalytoby/MyselfAnimeDownloader/releases,84,66
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,41,27
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,35,14
/hgalytoby/MyselfAnimeDownloader/issues/5,34,27
/hgalytoby/MyselfAnimeDownloader/issues/20,27,19
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,20,6
/hgalytoby/MyselfAnimeDownloader/blob/master/Share/myself.py,11,3
/hgalytoby/MyselfAnimeDownloader/branches,9,3
/hgalytoby/MyselfAnimeDownloader/commits/master,9,3
