time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-21 00:00:00+00:00,6,4,17,9
2025-05-22 00:00:00+00:00,11,3,20,7
2025-05-23 00:00:00+00:00,9,3,11,7
2025-05-24 00:00:00+00:00,12,4,31,12
2025-05-25 00:00:00+00:00,12,4,6,6
2025-05-26 00:00:00+00:00,9,3,23,10
2025-05-27 00:00:00+00:00,11,4,11,8
2025-05-28 00:00:00+00:00,9,3,43,10
2025-05-29 00:00:00+00:00,10,4,20,12
2025-05-30 00:00:00+00:00,9,3,10,7
2025-05-31 00:00:00+00:00,8,2,8,5
2025-06-01 00:00:00+00:00,12,4,35,10
2025-06-02 00:00:00+00:00,13,4,38,10
2025-06-03 00:00:00+00:00,1,1,14,8
