url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,614,286
/hgalytoby/MyselfAnimeDownloader/releases,168,107
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.13,63,48
/hgalytoby/MyselfAnimeDownloader/issues,61,31
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,56,44
/hgalytoby/MyselfAnimeDownloader/issues/5,37,35
/hgalytoby/MyselfAnimeDownloader/find/master,37,32
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,34,27
/hgalytoby/MyselfAnimeDownloader/commit/3cdbe001cfe1c0204e05bafa8a89282507396e49,29,19
/hgalytoby/MyselfAnimeDownloader/commit/10a98a4c088a64dab7bba3a0cc6e108bdd6a71b9,24,20
