url_path,views_total,views_unique
/hgalytoby/MyselfAnimeDownloader,220,140
/hgalytoby/MyselfAnimeDownloader/releases,69,52
/hgalytoby/MyselfAnimeDownloader/blob/master/UpdateLog.md,38,7
/hgalytoby/MyselfAnimeDownloader/releases/tag/Ver1.1.15,25,23
/hgalytoby/MyselfAnimeDownloader/tree/master/Share,22,11
/hgalytoby/MyselfAnimeDownloader/issues/5,18,17
/hgalytoby/MyselfAnimeDownloader/issues/20,9,8
/hgalytoby/MyselfAnimeDownloader/blob/master/main.py,9,4
/hgalytoby/MyselfAnimeDownloader/tree/master/UI,6,2
/hgalytoby/MyselfAnimeDownloader/issues,5,4
