time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-04 00:00:00+00:00,17,8,10,4
2026-07-05 00:00:00+00:00,15,6,9,5
2026-07-06 00:00:00+00:00,25,19,14,12
2026-07-07 00:00:00+00:00,10,5,9,8
2026-07-08 00:00:00+00:00,2,2,20,11
2026-07-09 00:00:00+00:00,15,6,11,6
2026-07-10 00:00:00+00:00,3,3,5,4
2026-07-11 00:00:00+00:00,15,6,24,6
2026-07-12 00:00:00+00:00,13,4,45,22
2026-07-13 00:00:00+00:00,3,3,10,5
2026-07-14 00:00:00+00:00,12,6,9,7
2026-07-15 00:00:00+00:00,10,6,4,3
2026-07-16 00:00:00+00:00,14,5,5,4
2026-07-17 00:00:00+00:00,16,6,9,4
